"geo_name","geo_lat","geo_lon","osm_name","osm_lat","osm_lon","name_match","distance"
"Ad Duwalīyah li Şinā‘at al Blāstīk","31.89224","35.18216","Headquarter Preventive Securit","31.892198600000004","35.1816459","2.941176470588235%","48.85183524755655m"
"Wizārat al ‘Amal","31.89862","35.17704","Public Union For Agricutlur","31.8987896","35.1771606","3.7037037037037033%","21.99592475800574m"
"Sharikat al Adwiyah al Bayţarīyah al Mutaţawwirah","31.8992","35.17741","Al Ataray Co. For Fue","31.898944300000004","35.1776376","6.122448979591836%","35.601375251845454m"
"Jāmi‘ ‘Ābidīn","31.89694","35.18286","مسجد عابدين","31.8964743","35.18292460000001","7.6923076923076925%","51.999484585846496m"
"Sharikat Rām Allah li Ta‘bi’ah al Ghāz","31.89304","35.182","Gas Statio","31.892827899999997","35.1820809","5.263157894736842%","24.73261682634108m"
"Markaz Abū Rayyā li Ta’hīl al Mu‘āqīn","31.89901","35.1912","Asdeka' El Mareed Associatio","31.898788399999997","35.1917211","8.108108108108109%","55.07921823011419m"
"Rabāḩ li Şinā‘at al Blāstīk","31.89957","35.18845","UNRWA Stor","31.899826300000004","35.188106700000006","3.7037037037037033%","43.15434280497455m"
"Al Marūj li Şinā‘at al A‘lāf","31.90021","35.18521","Al Muroog Advertizing Compan","31.900258","35.185281200000006","14.285714285714285%","8.584348100259577m"
"Al Madrasah al Islāmīyah an Namūdhajīyah liş Şumm wa al Bukm","31.89619","35.19343","Need Special School","31.896437699999996","35.19354860000001","5.0%","29.669338009066017m"
"Maţ‘am wa Muntazah al Khāzmī","31.89645","35.19086","Khuzama Restauran","31.896217200000002","35.1912325","7.142857142857142%","43.68177644515357m"
"Ad Difā‘ al Madanī","31.89348","35.18793","The Main Fire Statio","31.8934364","35.1875232","15.0%","38.786676591588225m"
"Madrasat ‘Azīz Shāhīn","31.90088","35.1953","Albadawi I","31.9010178","35.1952363","9.523809523809524%","16.42515219501937m"
"Markaz al Umūma wa aţ Ţufūlah","31.89985","35.19692","Ramallah Healthy Cente","31.8997895","35.1966902","10.344827586206897%","22.749716658537874m"
"Jam‘īyat an Nahḑah an Nisā’īyah","31.90055","35.19897","Almasyon Pharmacy","31.900535700000002","35.1993352","6.451612903225806%","34.58246495372283m"
"Jam‘īyat Ri‘āyat aţ Ţifl","31.90045","35.19969","Sama Ramallah Towe","31.9006524","35.199757500000004","8.333333333333332%","23.333758189128186m"
"Maktabat al Qaţţān al ‘Āmmah","31.8976","35.20068","Karme","31.8975153","35.2004914","3.571428571428571%","20.162268782076204m"
"Al Majlis at Tashrī‘ī al Filasţīnī","31.8976","35.20397","","31.898060600000004","35.203838","0%","52.577939181875216m"
"Markaz Khalīl as Sakākīnī","31.89871","35.20164","Evangelical Lutheran School of Hop","31.8989473","35.201624100000004","5.88235294117647%","26.355972424494315m"
"Al Kanīsah al Injīlīyah al Lūthirīyah","31.89897","35.20141","Radio Bar","31.89925","35.2015579","2.7027027027027026%","34.05450976031772m"
"Madrasat ar Rajā’","31.89951","35.20105","Evangelical Lutheran School of Hope","31.8997886","35.2012204","5.714285714285714%","34.84505782876332m"
"Wizārat ash Shu’ūn al Madanīyah","31.90104","35.20159","Ramallah Public Librar","31.901255499999998","35.2019126","6.451612903225806%","38.75875869295891m"
"Funduq al Ḩajal","31.90102","35.20046","","31.9015005","35.2004061","0%","53.5236790721747m"
"Funduq Rūyāl","31.90147","35.20032","HSBC","31.901717600000005","35.200433600000004","0%","29.483196354900095m"
"Funduq wa Maţ‘am Blāzā","31.90201","35.20138","World Visio","31.901913099999998","35.2014306","4.545454545454546%","11.762638676373186m"
"Maktabat Baladīyah Rām Allah al ‘Āmmah","31.90125","35.20177","arab islamic ban","31.9010916","35.2022511","5.263157894736842%","48.78115909245128m"
"Funduq Kāzāblānkā","31.90031","35.20317","Casablanca Hall","31.900441600000004","35.20347520000001","11.76470588235294%","32.34877059934183m"
"An Nādī al Urthūdūksī","31.90086","35.20269","Tunisian Embass","31.9007442","35.2021755","9.523809523809524%","50.33437047057719m"
"Al Ittiḩād an Nisā’ī al ‘Arabī","31.90007","35.20614","Sana' Pharmacy","31.900044199999996","35.205608399999996","6.666666666666667%","50.36827631377839m"
"Al Ighāthah az Zirā‘īyah","31.90039","35.20477","Taxi Parkin","31.900134499999997","35.2046225","4.166666666666666%","31.580594108457802m"
"Madrasat Dhukūr Rām Allah ath Thānawīyah","31.90105","35.20395","Ramallah High schoo","31.9008045","35.203545","12.5%","46.997568467942834m"
"Maşlaḩat Miyāh Rām Allah","31.89898","35.20364","Water Organizatio","31.898666700000003","35.203523100000005","8.333333333333332%","36.45784715804575m"
"Al Kanīsah al Ma‘madānīyah","31.89935","35.20418","Abu qrat for blood testin","31.899071399999997","35.2045977","3.8461538461538463%","50.155960782430185m"
"Ḩayy al Manārah","31.90405","35.20583","Alamane","31.9040585","35.2063222","13.333333333333334%","46.56742998041756m"
"Muntazah Baladīyat Rām Allah","31.90168","35.19968","Ramallah Municipality","31.9021164","35.199583600000004","14.285714285714285%","49.24194116140652m"
"Baladīyat Rām Allah","31.90215","35.19941","Cafe de la Pai","31.902224699999998","35.1998838","10.526315789473683%","45.57731067037962m"
"Al Mumaththilīyah al Almānīyah","31.90205","35.19683","Misk Garden Restaurant","31.902119","35.1962139","3.3333333333333335%","58.77909138731504m"
"Madrasat al Kāthūlīk","31.90235","35.19845","Greek Catholic Church","31.9026082","35.1984571","9.523809523809524%","28.63841000591962m"
"Kanīsat ar Rūm al Kāthūlīk","31.90262","35.19871","Stones Caf","31.902797200000002","35.1991966","3.8461538461538463%","50.04729618076887m"
"Shurţat as Sayr wa al Murūr","31.90368","35.19609","El Omdeh Sweets","31.9033327","35.1965622","7.4074074074074066%","58.975689187599144m"
"Wizārat al ‘Amal","31.90322","35.19744","Mrs Besharah Schoo","31.903434700000002","35.1977273","11.11111111111111%","36.12931710578506m"
"Mabná al Maḩkamah al ‘Uthmānīyah","31.90407","35.1982","Car Par","31.9035755","35.19796229999999","3.125%","59.26359992779809m"
"Maqbarat Mār Jarīs","31.90446","35.19462","Alzain Tax","31.9042488","35.1942801","5.555555555555555%","39.776459258018974m"
"Madrasat Ḩuwārī Bū Madyan","31.90512","35.19431","مطعم هوت بوتيتو","31.905560700000002","35.1946709","4.0%","59.610112597305914m"
"Ḩayy al Qadīrah","31.9056","35.19847","daouad restaurant","31.9059024","35.1984346","11.76470588235294%","33.698445531115205m"
"Ḩayy al Mughtaribīn","31.90556","35.20202","Ramallah centr","31.905131","35.2020686","10.526315789473683%","47.79134030520055m"
"Sarīyat Rām Allah al Ūlá","31.90684","35.19242","Sareyyet Ramallah outside lounge/Grand Par","31.906769800000003","35.191987100000006","11.904761904761903%","41.680721939789876m"
"Bank al Qāhirah ‘Ammān","31.90602","35.2","Sisters of Josef Schoo","31.905987300000003","35.1996802","4.545454545454546%","30.46623521160713m"
"Madrasat al Mughtaribīn al Bīrah lidh Dhukūr","31.90536","35.21523","Alomari Mosque","31.905760700000002","35.2151308","6.8181818181818175%","45.411683921329995m"
"Masjid al ‘Ayn","31.90394","35.21167","Henny Benny Restaurant","31.9041137","35.2112967","4.545454545454546%","40.2224053683708m"
"Ḩadīqat Is‘ād aţ Ţufūlah","31.90446","35.21317","Al-Bireh Fire Statio","31.9044322","35.2135508","8.333333333333332%","36.1519191122443m"
"Masjid al Kawthar","31.91835","35.21081","Al Kawthar Mosque","31.9182971","35.2107518","52.94117647058824%","8.043990217556441m"
"Markaz Ḩall al Khilāfāt at Tijārīyah - Taḩkīm","31.91703","35.21173","German House For Developmene","31.9168385","35.21183920000001","2.2222222222222223%","23.612969740430227m"
"Wizārat aş Şiḩḩah","31.90528","35.20653","Ghosheh Pharmacy","31.9055665","35.206255999999996","5.88235294117647%","40.999621486463m"
"An Nādī adh Dhahabī","31.90669","35.20358","Salah Al Deen Pharmacy","31.906746899999998","35.2035668","9.090909090909092%","6.431719662292024m"
"Mukhayyam ‘Ayn Mişbāḩ","31.9092","35.20151","Een Mesbah Mosque","31.9088999","35.201648799999994","14.285714285714285%","35.77282878259909m"
"Munaz̧z̧amat Mandīlā li Ḩuqūq al Insān","31.90533","35.2006","Al Ramoni Buildin","31.905296399999997","35.2008758","5.263157894736842%","26.352657224706256m"
"Markaz al Maţl ar Riyāḑī","31.90563","35.19555","tawfiq lahlouh casa","31.9058043","35.19529","4.166666666666666%","31.278993876991517m"
"Sūq al Khaḑār al Markazī - Rām Allah","31.9038","35.19643","Greek orthodox Church","31.9038738","35.1968047","2.7777777777777777%","36.3759164424527m"
"Kanīsat ar Rūm al Urthūdūks","31.90388","35.19681","Abu Ima","31.903805600000005","35.197419599999996","3.7037037037037033%","58.25021758696124m"
"Munaz̧z̧amat aş Şalīb al Aḩmar","31.90455","35.19684","Abu fkheeda","31.904712699999997","35.1964828","3.3333333333333335%","38.30269254681634m"
"Al Bank al ‘Arabī","31.90481","35.19663","الترويقة","31.9050249","35.1964491","0%","29.336539133820974m"
"Madrasat al Frindz lil Banīn","31.90344","35.1994","Castello","31.903136100000005","35.1998755","7.142857142857142%","56.20166929043416m"
"Jam‘īyat al Hilāl al Aḩmar","31.90495","35.19955","Latin (Catholic) Church","31.904930800000002","35.1996802","7.6923076923076925%","12.49834677782736m"
"An Nādī al Islāmī","31.90519","35.19805","Mar Yousef Schoo","31.9049044","35.1981471","5.88235294117647%","32.97379306664385m"
"Dā’irat al Āthār wa al Bī’ah","31.90533","35.19701","Siam Medical Compan","31.9055998","35.196876","10.714285714285714%","32.49111966326926m"
"Jam‘īyat al Lid al Khayrīyah","31.9072","35.21365","Al shekh Restauran","31.9074494","35.2136833","7.142857142857142%","27.833560721991674m"
"Kanīsat al ‘Ā’ilah al Muqaddasah","31.90619","35.21631","Abou El Zein Restauran","31.9059197","35.2167419","6.25%","50.6686871909807m"
"Masraḩ al Qaşabah Sīnamātīk","31.9034","35.20456","Al-Kasab","31.9033565","35.2045149","7.4074074074074066%","6.439379336468613m"
"Sharikat Kahrabā’ al Quds - al Maktab al Fannī","31.90455","35.20469","","31.905042699999996","35.2049273","0%","59.06450635875742m"
"Funduq al Wiḩdah","31.90577","35.20646","Al Re'ayeh Hospital (Arab Care","31.9058331","35.206236","10.0%","22.31345962451852m"
"Markaz ar Ri‘āyah al ‘Arabīyah","31.90589","35.20603","Sarafand","31.9061184","35.2056689","6.666666666666667%","42.521330011241375m"
"Wizārat ash Shu’ūn al Ijtimā‘īyah","31.90565","35.20503","Syam Pharmacy","31.905951899999998","35.205167100000004","6.0606060606060606%","35.90032282661517m"
"Markaz Rām Allah aţ Ţibbī","31.90647","35.20553","Abu Ghazaleh Pharmacy","31.9068171","35.2057961","8.0%","45.98779575339496m"
"Wizārat al ‘Adl - Mujamma‘ al Maḩākim","31.90596","35.20407","Alsdaqa Buildin","31.905780699999998","35.203629299999996","2.7027027027027026%","46.18411899290899m"
"Al Bank at Tijārī al Filasţīnī","31.90347","35.20588","AlQasaba Branch - Bank Of Palestin","31.903355800000003","35.2060235","17.647058823529413%","18.56356738152031m"
"Maḩaţţat al Bāşāt al Markazīyah","31.90492","35.20556","Ramallah Bus And Taxi Center Statio","31.9048707","35.205619299999995","5.714285714285714%","7.83243915674953m"
"Maktab Wizārat at Tarbiyah wa at Ta‘līm","31.90306","35.20414","","31.9033588","35.2036115","0%","59.9746810955579m"
"Kanīsat al Brūtustānt","31.90411","35.19974","Episcopal Church","31.904211199999995","35.19965870000001","14.285714285714285%","13.603799415459804m"
"Madrasat Banāt Rām Allah ath Thānawīyah","31.90377","35.20096","Al Shaab Pharmacy","31.9039189","35.2006641","5.128205128205128%","32.49657657053781m"
"Ash Sharikah ash Sharqīyah lil Adwiyah al Bayţarīyah","31.90583","35.20378","City Centr","31.905344","35.20358970000001","1.9230769230769231%","56.81697223191178m"
"Bank al Quds lit Tanmiyah wa al Istithmār","31.90484","35.20333","","31.9046839","35.203858200000006","0%","52.87616367300702m"
"Kanīsat al Frindz","31.90492","35.20259","Eiffel Cafe","31.904727","35.202355","11.76470588235294%","30.85636105720482m"
"Al Bank al Ahlī al Urdunnī","31.90493","35.20196","European Pastr","31.904581899999997","35.2018556","7.6923076923076925%","39.842350299899536m"
"Sharikat Bāşāt al Quds wa al Bīrah","31.90475","35.20204","Abu Hilweh Car Wash","31.9043061","35.201994899999995","5.88235294117647%","49.40643439867786m"
"Masjid at Taqwá","31.90401","35.2014","Ramallah Post Offic","31.904197600000003","35.2018877","10.526315789473683%","50.605391259686385m"
"Bank al Ittiḩād lil Iddikhār wa al Istithmār","31.90415","35.20091","Angelo'","31.904400199999998","35.2005331","2.272727272727273%","45.17436338182596m"
"Bank al Iskān","31.90431","35.20161","Abu Hilweh Parkin","31.9041767","35.202099600000004","5.88235294117647%","48.61343273555897m"
"Bank al Khalīj","31.90385","35.20362","matarya pharmacy","31.9040977","35.203252500000005","12.5%","44.30369338993901m"
"Bank Filasţīn al Maḩdūd","31.90453","35.2028","Grand Pharm ","31.9042624","35.2029061","8.695652173913043%","31.32414912497183m"
"Madāris al Mukhayyam","31.88191","35.45174","Palestinian Police College","31.8819669","35.4521154","7.6923076923076925%","36.0741383522255m"
"Tell es-Sultan","31.87062","35.4442","مطعم وكافيه سيران","31.8705119","35.444721799999996","5.88235294117647%","50.8097914955784m"
"Ḩadīqat al Istiqlāl - Nuşb ash Shuhadā’ at Tadhākirī","31.87362","35.446","Ain Alsultan Health Center","31.874107199999997","35.4461445","3.8461538461538463%","55.7263940313401m"
"Al Hilāl al Aḩmar al Filasţīnī","31.85985","35.46684","Sababah Cafe","31.859881800000004","35.4665539","3.3333333333333335%","27.304167306627335m"
"Al Muntazah al Baladī","31.85854","35.46442","Al Buhtory School For Boys","31.858494300000004","35.464799","11.538461538461538%","36.223978696806675m"
"Masjid Filasţīn","31.86658","35.46659","Masjid Filastini","31.8662075","35.466334499999995","75.0%","47.86054526535002m"
"Bank Filasţīn","31.85473","35.46603","Palestine Bank","31.8547547","35.465853499999994","28.57142857142857%","16.92732106646125m"
"Markaz ad Duwalī li Amrāḑ al Qalb","31.86105","35.45425","Trust Compan","31.8608966","35.4547667","3.0303030303030303%","51.77215630129659m"
"Dā’irat al Awqāf","31.85494","35.46147","","31.8550658","35.4612464","0%","25.345713613358654m"
"Ad Dayr ar Rūsī","31.85496","35.46097","Jabal Al-Shek","31.855320799999998","35.460772600000006","6.666666666666667%","44.15414944281487m"
"Ad Dayr ar Rūsī","31.85843","35.45817","Hijazi","31.8579082","35.4580956","6.666666666666667%","58.28628986780358m"
"Al Ghurfah at Tijārīyah","31.8542","35.45585","Al Waha","31.854153600000004","35.456110100000004","13.043478260869565%","25.14841249748675m"
"As Sūq al Qadīm","31.85486","35.45754","","31.855197600000004","35.457705700000005","0%","40.5866034772156m"
"Funduq Qaşr Hishām","31.85701","35.45965","مركز الاصلاح الصحي","31.857349","35.459391700000005","5.555555555555555%","44.83933748726034m"
"Kanīsat al Lātīn","31.85726","35.45636","Cemetery","31.856911","35.4561271","6.25%","44.53551564578799m"
"Madrasat Hishām ash Shamālī","31.86354","35.45558","Al Buhtori School","31.8637434","35.4553","7.4074074074074066%","34.79622967157492m"
"Madrasat Hishām ash Janūbī","31.84813","35.45113","johare","31.847961199999997","35.450544799999996","3.8461538461538463%","58.46545042332278m"
"Al Bank al ‘Arabī","31.85935","35.45955","Arab Ban","31.8592545","35.459486600000005","23.52941176470588%","12.171117035796147m"
"Wizārat al Ḩukm al Maḩallī","31.85301","35.45855","Negotiation Affairs Departmen","31.853156199999997","35.458935499999995","6.896551724137931%","39.92450190203209m"
"Madrasat at Ta‘līm al Mukhtaliţ","31.83916","35.44717","Aqbat Jaber School","31.8390153","35.44666470000001","9.67741935483871%","50.45001504810292m"
"Madrasat al Banāt","31.83699","35.44659","مدرسة الانوروا","31.837347899999997","35.446911","5.88235294117647%","49.9822401287986m"
"Maktab Khidmāt al Wikālah","31.83639","35.44439","الانوروا","31.8366131","35.44402120000001","0%","42.787156635788904m"
"Mawqif al Kāzīnū","31.83176","35.44877","Lazurde Restauran","31.831327","35.449009999999994","5.88235294117647%","53.11691187466294m"
"Maḩaţţat Waqūd al Kāzīnū","31.83084","35.44696","Gas Statio","31.830818199999996","35.4469518","8.333333333333332%","2.538850498683914m"
"Mustashfá Arīḩā al Jadīd","31.83622","35.45541","Jericho Hospital","31.836194300000002","35.455395200000005","8.333333333333332%","3.175469781228649m"
"Masjid al Muqāţa‘ah","31.84965","35.4507","Abu Baker Al Sedek School","31.8494554","35.4511049","8.0%","43.97994447440891m"
"Madrasat Tirrāsanţā","31.85573","35.45593","Catholic Church - Custodia terra Santa","31.8552618","35.456126700000006","5.263157894736842%","55.15274023527208m"
"Dā’irat aş Şiḩḩah","31.85594","35.45905","البرنس للصرافة","31.856076300000005","35.459631","5.88235294117647%","57.02538320649482m"
"Dayr ar Rūm al Urthūduks","31.85609","35.45654","Biserica Ortodoxă","31.856278999999997","35.4562001","8.333333333333332%","38.39267763036005m"
"Baladīyat Arīḩā","31.85556","35.45972","بلدية اريحا","31.8556849","35.4598204","6.666666666666667%","16.79565999428594m"
"Jam‘īyat al Ittiḩād an Nisā’ī","31.85451","35.46261","موقف سيارات","31.8540902","35.462506899999994","3.4482758620689653%","47.560912253506395m"
"Maktab al Barīd","31.85647","35.46141","Ministry Of Communicatio","31.856347999999997","35.461119000000004","4.166666666666666%","30.683386182900758m"
"Wizārat az Zirā‘ah","31.85744","35.46046","مطعم قصر هشام","31.856925699999998","35.4605711","5.555555555555555%","57.98899404732334m"
"Maqarr ash Shurţah","31.85618","35.46067","Sham Pizz","31.856511600000005","35.4601966","11.11111111111111%","57.95907694089336m"
"Bank al Istithmār","31.85775","35.46055","Investment Ban","31.8581168","35.460544399999996","17.647058823529413%","40.67582359891672m"
"Masjid Arīḩā al Jadīd","31.8549","35.45668","Masdjid","31.855223300000002","35.456391700000005","14.285714285714285%","45.05132072293769m"
"Al Markaz ath Thaqāfī","31.85888","35.45541","جمعية الشبان المسيحية","31.858925699999997","35.4558641","4.761904761904762%","43.272647953908304m"
"Madrasat Arīḩā ath Thānawīyah lil Banāt","31.86043","35.46527","Jericho Municipalit","31.8605511","35.464962299999996","5.128205128205128%","32.06645896614412m"
"Muftaraq Ḩayfā","32.46601","35.2921","مركز رويال كير للعلاج الطبيعي","32.466037899999996","35.2918588","3.4482758620689653%","22.88581645944782m"
"Kullīyat ash Shahīd Abū Jihād","32.4695","35.30933","قاعة النور للافراح","32.469530400000004","35.3092018","3.4482758620689653%","12.514509184861138m"
"Madrasat Salām ath Thānawīyah lil Banīn","32.46552","35.30912","hiteen School","32.4656658","35.3088689","5.128205128205128%","28.612741929039647m"
"Madrasat Janīn lil Banāt","32.46567","35.30105","مدرسة حطين للبنين","32.4654169","35.3015298","4.166666666666666%","53.12671900147976m"
"Madrasat Ḩiţţīn lil Banīn","32.4653","35.30112","مدرسة ذكور جنين الاساسية","32.464987300000004","35.301494500000004","4.0%","49.41738982443675m"
"Madrasat al Khansā’ ah Asāsīyah lil Banāt","32.46426","35.30611","مدرسة الخنساء","32.463836300000004","35.305726","2.4390243902439024%","59.2538224873774m"
"Madrasat Ḩayfā al Asāsīyah lil Banīn","32.46379","35.3084","مدرسة عز الدين للبنين","32.464088399999994","35.3082375","2.7777777777777777%","36.44741872527948m"
"Al Madrasah al Ibrāhīmīyah lil Banāt","32.4637","35.31161","المدارس الاسلامية الثانوية","32.4639888","35.3119784","2.7777777777777777%","47.17276238636949m"
"Markaz at Tadrīb al Mihnī","32.4641","35.31083","مركز التدريب المهني","32.4638481","35.3105387","4.0%","39.1196176520906m"
"Hay’at al Bitrūl al ‘Āmmah","32.46556","35.2932","Al Asmar Driving school","32.4650745","35.2933404","7.6923076923076925%","55.43390217528482m"
"Maydān al Madāris","32.46365","35.30395","كوفي شوب","32.4636316","35.3042404","5.88235294117647%","27.377969140973796m"
"Muftaraq ash Shamāl","32.4688","35.30403","","32.468715700000004","35.3040886","0%","10.850882360888537m"
"Al Ma‘lab al Islāmī","32.46612","35.29973","Al-basateen health cente","32.4665427","35.2997115","8.333333333333332%","46.9075713259003m"
"Masjid an Nūr","32.46493","35.29916","مسجد النور","32.4648467","35.2989211","7.6923076923076925%","24.285252304783054m"
"Dā’irat aḑ Ḑarbīyah","32.46596","35.29854","مدرسة الايمان","32.465714399999996","35.2987941","5.263157894736842%","36.22776079192146m"
"Al Madrasah al Sha‘rīyah wa Bayt al Musinnīn","32.46678","35.2989","مدرسة جنين الشرعية","32.4672544","35.299012700000006","2.272727272727273%","53.66487902754287m"
"Jam‘īyat Janīn al Khayrīyah","32.4675","35.29772","Nimer Gas Station","32.4672793","35.2973352","7.4074074074074066%","43.67671066158508m"
"Ḩayy al Marāḩ","32.45687","35.3016","Al Razi Hospita","32.4566902","35.3010041","13.333333333333334%","59.46967433788434m"
"Masjid az Zubayr Bin al ‘Awām","32.46309","35.31776","مسجد الزبير بن العوام","32.4635799","35.318012599999996","3.4482758620689653%","59.29118995795248m"
"Madrasat al Wikālah","32.4643","35.2849","مدرسة الوكالة","32.4644989","35.2846695","5.263157894736842%","30.92099659636473m"
"Dā’irat al Bī’ah","32.46225","35.29415","","32.461879700000004","35.2944475","0%","49.68495621432826m"
"Mustashfá Janīn al Ḩukūmī","32.46165","35.29192","Government Jenin Hospita","32.461904700000005","35.292455100000005","8.0%","57.69483240833248m"
"Mustawşaf Aşdiqā’ al Marīḑ","32.46184","35.2937","Al Amal Hospita","32.4616576","35.2934441","11.538461538461538%","31.431960275307105m"
"Masjid al Qāḑī","32.46146","35.29494","Abu Feras Driving School","32.461721000000004","35.2950224","8.333333333333332%","29.962399764474014m"
"Madrasat Janīn ath Thānawīyah lil Banāt","32.45958","35.29606","مدرسة بنات جنين الثانوية","32.4598704","35.296183899999996","2.564102564102564%","34.24597193899725m"
"Al Bank al Islāmī","32.46169","35.29696","Dentist DR Mohammad Rabay","32.4618061","35.29689570000001","4.0%","14.223495987946155m"
"Sīnamā Janīn","32.46159","35.2973","","32.461136100000004","35.2974903","0%","53.42036545516747m"
"Madrasat Janīn al Asāsīyah lil Banāt","32.45808","35.29703","مدرسة بنات جنين الاساسية","32.4581604","35.2970219","2.7777777777777777%","8.948411976402136m"
"Maqām al Amīr al Ḩārithī","32.46201","35.30704","مقبرة","32.4618937","35.307012799999995","0%","13.148159112970681m"
"Maḩkamat aş Şulḩ","32.46149","35.29814","صيدلية فلسطين","32.461645000000004","35.2980604","6.25%","18.747197290264815m"
"Maydān al Quds","32.46172","35.29756","","32.4620989","35.297931","0%","54.608961061851616m"
"Dayr al Lātīn","32.46115","35.29807","Ibn Khaldun Librar","32.461053299999996","35.2974975","11.11111111111111%","54.88267262321634m"
"At Tadhkār al Almānī","32.46202","35.29691","Alquds Ban","32.462492","35.2971287","10.0%","56.23606087640038m"
"Al Masjid aş Şaghīr","32.46125","35.30061","","32.4610972","35.3005095","0%","19.401098129523998m"
"Al Masjid al Kabīr","32.46237","35.3014","Jenin Great Mosque","32.4623997","35.3015227","11.11111111111111%","11.99671169448991m"
"Madrasat Dhāt an Niţāqayn al Asāsīyah","32.45879","35.30119","Al Razi Hospita","32.4585004","35.3008515","5.405405405405405%","45.2134619425191m"
"Aş Şiḩḩa ash Sharqīyah","32.45812","35.30054","","32.458113899999994","35.300813899999994","0%","25.76104043031087m"
"Markaz Thaqāfī Islāmī lin Nisā’","32.45893","35.2997","Algeria caffe","32.4590442","35.2994392","3.225806451612903%","27.597550038881952m"
"Bank Filasţīn","32.46158","35.30094","","32.4613991","35.301365000000004","0%","44.71031088839354m"
"Bank al Urdunn","32.46234","35.29932","Abu mwis stores","32.462368100000006","35.2987415","6.666666666666667%","54.47738732658999m"
"Al Bank al ‘Arabī","32.46243","35.29703","Shawrma alwake","32.462823","35.2969776","17.647058823529413%","43.85926122257069m"
"Bank al Qāhirah ‘Ammān","32.46269","35.2974","Arab Ban","32.4623099","35.297774600000004","13.636363636363635%","54.92767058412514m"
"Funduq al Basātīn","32.46228","35.30031","القلعة","32.4621111","35.3002311","0%","20.14553976475118m"
"Aş Şalīb al Aḩmar","32.46367","35.29732","جوال للاتصالات","32.4634342","35.2971866","5.88235294117647%","29.001074758282517m"
"Madrasat Banāt Fāţimah Khātūn","32.4622","35.30186","مجمع قرى جنين","32.4625318","35.3021238","3.4482758620689653%","44.37314912077017m"
"Al Maḩkamah ash Shar‘īyah","32.46243","35.29826","dr Eyad jalamneh dental clinic","32.4620135","35.2985071","6.666666666666667%","51.70109541005138m"
"Dā’irat al Iḩşā’ al Markazī","32.46426","35.30031","مدسة جنين الثانوية","32.4646695","35.3002165","3.7037037037037033%","46.254422346274865m"
"Maktab Mu’assasāt ash Shamāl","32.46368","35.30023","جني","32.4632927","35.3001305","0%","43.956506172111226m"
"Naẖal Silqa","31.40669","34.33509","","31.4071156","34.3351769","0%","47.90715456453915m"
"Al Ḩārah al Gharbīyah","32.0846","35.17827","","32.084712599999996","35.1779395","0%","33.60682985580772m"
"Al Ḩārah ash Sharqīyah","32.08395","35.18245","مستشفى طوارئ سلفيت القديم","32.084018699999994","35.1826974","4.0%","24.567246323663436m"
"Madrasat Dhukūr Salfīt al Asāsīyah","32.08191","35.18545","مركز دار المسنين","32.0818534","35.1850107","2.941176470588235%","41.94611195697922m"
"Madrasat Ināth Salfīt ath Thānawīyah","32.08204","35.1836","الاول للتامين","32.0822936","35.1834685","2.7777777777777777%","30.739735959755592m"
"Is‘āf al Hilāl al Aḩmar","32.08391","35.18468","نيفان لتاجير السيارات","32.0838908","35.184270899999994","4.3478260869565215%","38.6805390576612m"
"Mudīrīyat aş Şiḩḩah","32.08491","35.18255","مركز الرعاية الصحية الأولية","32.0848164","35.1820692","3.7037037037037033%","46.56195477694923m"
"Ad Dākhilīyah","32.08298","35.18126","مطعم العربيد","32.0825498","35.18108839999999","7.6923076923076925%","50.37993831892091m"
"Al Ḩukm al Maḩallī","32.08281","35.18057","","32.0824311","35.1803178","0%","48.292988268198684m"
"An Nādī an Nisā’ī wa ad Difā‘ al Madanī","32.08209","35.18195","","32.082183799999996","35.1820255","0%","12.609253628663607m"
"Markaz Mujtama‘ī Salfīt","32.08267","35.17999","مطعم الشرق","32.0823355","35.1797821","4.3478260869565215%","41.965041315793634m"
"Al Maqbarah ash Gharbīyah","32.08248","35.17832","مديرية العمل","32.0828488","35.1786329","4.0%","50.448798206014004m"
"Baladīyat Salfīt","32.08291","35.17721","روضة الشروق","32.082984100000004","35.1770588","6.25%","16.470490937306508m"
"Al Masreyah","32.32472","35.38557","Aleman kindergarte","32.325","35.3857643","11.11111111111111%","36.03891011533307m"
"Tubas Municipality","32.32347","35.36968","Alshaheed Yaser arafat school for girl","32.323081099999996","35.36946","5.263157894736842%","47.843282666657956m"
"Al Badlah al Qadīmah","32.32107","35.36899","مطعم على كيفك","32.3205606","35.3691657","5.0%","58.86152614467667m"
"Muntazah al Baladīyah","32.19059","34.98205","sofeen Statio","32.1905941","34.981446399999996","9.523809523809524%","56.919576396097824m"
"Masjid ‘Uthmān Bin ‘Affān","32.18637","34.97866","Mosque","32.186444","34.9790374","4.0%","36.52313960216989m"
"Madrasat Sa‘dīyah ath Thānawīyah lil Banīn","32.19528","34.97287","Al-Salam High School For Boy","32.1952293","34.972418499999996","4.761904761904762%","42.942614581737196m"
"Madrasat Dhukūr Qalqīlya - Al Wikālah","32.19149","34.97127","UN Boys Schoo","32.1914158","34.9717694","2.7027027027027026%","47.804971325036135m"
"Al Madrasah al Ibtidā’īyah lil Banīn","32.19108","34.96671","Halwan Restauran","32.191438500000004","34.966377200000004","5.555555555555555%","50.647918302972805m"
